"","X","State","Row.ID","Order.ID","Order_Date","Ship.Date","Ship_Mode","Customer.ID","Customer_Name","Segment","City","Region","Product_ID","Category","Sub_Category","Sales","Quantity","Discount","Profit","Latitude","Longitude","code"
"6456",6456,"North Carolina",3387,"CA-2017-148404",2017-10-07,"10/11/2017","Standard Class","Dp-13240","Dean percer","Home Office","Charlotte","South","OFF-FA-10003112","Office Supplies","Fasteners",18.936,3,0.2,5.9175,35.2145629,-79.8912675,37
"6457",6457,"North Carolina",4129,"CA-2014-127299",2014-09-19,"9/24/2014","Standard Class","JL-15835","John Lee","Consumer","Charlotte","South","TEC-MA-10001127","Technology","Machines",2624.985,3,0.5,-944.9946,35.2145629,-79.8912675,37
"6458",6458,"North Carolina",5067,"CA-2017-142090",2017-11-30,"12/7/2017","Standard Class","SC-20380","Shahid Collister","Consumer","Burlington","South","FUR-TA-10001889","Furniture","Tables",1781.682,7,0.4,-653.2834,35.2145629,-79.8912675,37
"6459",6459,"North Carolina",1097,"CA-2017-160423",2017-01-21,"1/26/2017","Standard Class","PS-19045","Penelope Sewall","Home Office","Charlotte","South","OFF-BI-10004001","Office Supplies","Binders",35.784,7,0.7,-28.6272,35.2145629,-79.8912675,37
"6460",6460,"North Carolina",4877,"US-2014-155817",2014-10-03,"10/9/2014","Standard Class","SL-20155","Sara Luxemburg","Home Office","Durham","South","OFF-ST-10000532","Office Supplies","Storage",61.568,2,0.2,4.6176,35.2145629,-79.8912675,37
"6461",6461,"North Carolina",2677,"CA-2017-132185",2017-11-27,"12/2/2017","Standard Class","DB-13615","Doug Bickford","Consumer","Asheville","South","OFF-AP-10001205","Office Supplies","Appliances",43.584,1,0.2,4.3584,35.2145629,-79.8912675,37
"6462",6462,"North Carolina",1183,"CA-2017-138779",2017-01-14,"1/15/2017","First Class","RB-19570","Rob Beeghly","Consumer","Jacksonville","South","OFF-EN-10002504","Office Supplies","Envelopes",21.744,1,0.2,7.3386,35.2145629,-79.8912675,37
"6463",6463,"North Carolina",705,"CA-2014-138527",2014-09-12,"9/17/2014","Standard Class","BN-11470","Brad Norvell","Corporate","Cary","South","OFF-PA-10001800","Office Supplies","Paper",10.368,2,0.2,3.6288,35.2145629,-79.8912675,37
"6464",6464,"North Carolina",6432,"CA-2014-165764",2014-11-03,"11/7/2014","Standard Class","SH-20395","Shahid Hopkins","Consumer","Jacksonville","South","OFF-BI-10002982","Office Supplies","Binders",14.301,7,0.7,-10.4874,35.2145629,-79.8912675,37
"6465",6465,"North Carolina",2722,"CA-2014-121286",2014-11-04,"11/8/2014","Second Class","ON-18715","Odella Nelson","Corporate","Cary","South","OFF-AP-10004859","Office Supplies","Appliances",58.24,5,0.2,5.096,35.2145629,-79.8912675,37
"6466",6466,"North Carolina",3390,"CA-2017-148404",2017-10-07,"10/11/2017","Standard Class","Dp-13240","Dean percer","Home Office","Charlotte","South","FUR-TA-10001039","Furniture","Tables",154.764,3,0.4,-36.1116,35.2145629,-79.8912675,37
"6467",6467,"North Carolina",8193,"CA-2015-141327",2015-11-30,"12/3/2015","First Class","LR-16915","Lena Radford","Consumer","Durham","South","OFF-BI-10000546","Office Supplies","Binders",6.048,7,0.7,-4.2336,35.2145629,-79.8912675,37
"6468",6468,"North Carolina",432,"US-2016-123750",2016-04-15,"4/21/2016","Standard Class","RB-19795","Ross Baird","Home Office","Gastonia","South","TEC-AC-10004659","Technology","Accessories",291.96,5,0.2,54.7425,35.2145629,-79.8912675,37
"6469",6469,"North Carolina",2635,"CA-2015-116750",2015-07-05,"7/10/2015","Second Class","BF-10975","Barbara Fisher","Corporate","Fayetteville","South","FUR-FU-10003829","Furniture","Furnishings",4.928,2,0.2,0.7392,35.2145629,-79.8912675,37
"6470",6470,"North Carolina",13,"CA-2017-114412",2017-04-15,"4/20/2017","Standard Class","AA-10480","Andrew Allen","Consumer","Concord","South","OFF-PA-10002365","Office Supplies","Paper",15.552,3,0.2,5.4432,35.2145629,-79.8912675,37
"6471",6471,"North Carolina",9286,"CA-2015-102778",2015-11-21,"11/24/2015","First Class","JH-15820","John Huston","Consumer","Monroe","South","FUR-FU-10000087","Furniture","Furnishings",18.176,1,0.2,4.7712,35.2145629,-79.8912675,37
"6472",6472,"North Carolina",6489,"CA-2015-120621",2015-03-21,"3/26/2015","Standard Class","JW-16075","Julia West","Consumer","Jacksonville","South","OFF-PA-10002254","Office Supplies","Paper",295.456,14,0.2,96.0232,35.2145629,-79.8912675,37
"6473",6473,"North Carolina",1343,"CA-2017-113481",2017-01-02,"1/4/2017","First Class","AS-10045","Aaron Smayling","Corporate","Jacksonville","South","OFF-BI-10000474","Office Supplies","Binders",28.854,6,0.7,-21.1596,35.2145629,-79.8912675,37
"6474",6474,"North Carolina",1840,"CA-2014-117345",2014-08-01,"8/5/2014","Standard Class","BF-10975","Barbara Fisher","Corporate","Charlotte","South","OFF-AP-10001005","Office Supplies","Appliances",62.92,1,0.2,10.2245,35.2145629,-79.8912675,37
"6475",6475,"North Carolina",706,"CA-2014-138527",2014-09-12,"9/17/2014","Standard Class","BN-11470","Brad Norvell","Corporate","Cary","South","OFF-AP-10001469","Office Supplies","Appliances",166.84,5,0.2,18.7695,35.2145629,-79.8912675,37
"6476",6476,"North Carolina",7783,"CA-2016-162236",2016-11-04,"11/6/2016","Second Class","ER-13855","Elpida Rittenbach","Corporate","Charlotte","South","OFF-ST-10003442","Office Supplies","Storage",45.248,2,0.2,3.9592,35.2145629,-79.8912675,37
"6477",6477,"North Carolina",1748,"CA-2016-155670",2016-08-13,"8/17/2016","Second Class","EM-14065","Erin Mull","Consumer","Jacksonville","South","OFF-PA-10004947","Office Supplies","Paper",10.272,3,0.2,3.21,35.2145629,-79.8912675,37
"6478",6478,"North Carolina",7757,"CA-2017-100902",2017-11-17,"11/21/2017","Standard Class","CK-12595","Clytie Kelty","Consumer","Charlotte","South","TEC-AC-10003174","Technology","Accessories",431.16,5,0.2,107.79,35.2145629,-79.8912675,37
"6479",6479,"North Carolina",2645,"CA-2016-149111",2016-04-17,"4/21/2016","Second Class","BF-11170","Ben Ferrer","Home Office","Raleigh","South","FUR-FU-10000206","Furniture","Furnishings",18.624,8,0.2,6.2856,35.2145629,-79.8912675,37
"6480",6480,"North Carolina",3388,"CA-2017-148404",2017-10-07,"10/11/2017","Standard Class","Dp-13240","Dean percer","Home Office","Charlotte","South","TEC-PH-10004447","Technology","Phones",222.384,2,0.2,16.6788,35.2145629,-79.8912675,37
"6481",6481,"North Carolina",684,"US-2017-168116",2017-11-04,"11/4/2017","Same Day","GT-14635","Grant Thornton","Corporate","Burlington","South","TEC-MA-10004125","Technology","Machines",7999.98,4,0.5,-3839.9904,35.2145629,-79.8912675,37
"6482",6482,"North Carolina",5313,"CA-2016-123414",2016-08-21,"8/27/2016","Standard Class","SU-20665","Stephanie Ulpright","Home Office","Greenville","South","OFF-SU-10002573","Office Supplies","Supplies",28.048,2,0.2,3.506,35.2145629,-79.8912675,37
"6483",6483,"North Carolina",556,"CA-2014-155852",2014-03-03,"3/7/2014","Second Class","AJ-10945","Ashley Jarboe","Consumer","Wilmington","South","OFF-AR-10003560","Office Supplies","Art",19.456,4,0.2,3.4048,35.2145629,-79.8912675,37
"6484",6484,"North Carolina",433,"US-2016-123750",2016-04-15,"4/21/2016","Standard Class","RB-19795","Ross Baird","Home Office","Gastonia","South","OFF-ST-10000617","Office Supplies","Storage",4.768,2,0.2,-0.7748,35.2145629,-79.8912675,37
"6485",6485,"North Carolina",3805,"CA-2016-156503",2016-10-14,"10/20/2016","Standard Class","NC-18415","Nathan Cano","Consumer","Jacksonville","South","OFF-EN-10001335","Office Supplies","Envelopes",35.008,4,0.2,13.128,35.2145629,-79.8912675,37
"6486",6486,"North Carolina",7270,"CA-2016-133368",2016-01-14,"1/20/2016","Standard Class","AG-10675","Anna Gayman","Consumer","Concord","South","FUR-FU-10003374","Furniture","Furnishings",315.776,8,0.2,31.5776,35.2145629,-79.8912675,37
"6487",6487,"North Carolina",3283,"US-2014-117170",2014-09-17,"9/24/2014","Standard Class","KT-16465","Kean Takahito","Consumer","Raleigh","South","OFF-PA-10000682","Office Supplies","Paper",4.624,1,0.2,1.6762,35.2145629,-79.8912675,37
"6488",6488,"North Carolina",1833,"CA-2015-131422",2015-11-05,"11/9/2015","Standard Class","GB-14530","George Bell","Corporate","Monroe","South","FUR-CH-10001270","Furniture","Chairs",207,3,0.2,25.875,35.2145629,-79.8912675,37
"6489",6489,"North Carolina",8883,"US-2017-115252",2017-10-20,"10/25/2017","Standard Class","MY-18295","Muhammed Yedwab","Corporate","Durham","South","TEC-PH-10004071","Technology","Phones",15.984,2,0.2,1.3986,35.2145629,-79.8912675,37
"6490",6490,"North Carolina",8884,"US-2017-115252",2017-10-20,"10/25/2017","Standard Class","MY-18295","Muhammed Yedwab","Corporate","Durham","South","OFF-PA-10001667","Office Supplies","Paper",14.352,3,0.2,4.485,35.2145629,-79.8912675,37
"6491",6491,"North Carolina",2721,"CA-2014-121286",2014-11-04,"11/8/2014","Second Class","ON-18715","Odella Nelson","Corporate","Cary","South","OFF-FA-10000585","Office Supplies","Fasteners",8.376,3,0.2,2.7222,35.2145629,-79.8912675,37
"6492",6492,"North Carolina",8849,"CA-2015-140718",2015-07-02,"7/4/2015","First Class","FA-14230","Frank Atkinson","Corporate","Raleigh","South","TEC-PH-10003505","Technology","Phones",74.24,1,0.2,8.352,35.2145629,-79.8912675,37
"6493",6493,"North Carolina",6488,"CA-2015-120621",2015-03-21,"3/26/2015","Standard Class","JW-16075","Julia West","Consumer","Jacksonville","South","OFF-BI-10000948","Office Supplies","Binders",12.843,3,0.7,-9.8463,35.2145629,-79.8912675,37
"6494",6494,"North Carolina",3453,"CA-2014-157609",2014-03-16,"3/21/2014","Second Class","KN-16705","Kristina Nunn","Home Office","Raleigh","South","TEC-PH-10002415","Technology","Phones",471.92,2,0.2,29.495,35.2145629,-79.8912675,37
"6495",6495,"North Carolina",1324,"CA-2017-162635",2017-10-09,"10/10/2017","First Class","EB-14170","Evan Bailliet","Consumer","Wilmington","South","OFF-PA-10002659","Office Supplies","Paper",10.816,4,0.2,3.5152,35.2145629,-79.8912675,37
"6496",6496,"North Carolina",5361,"US-2017-126060",2017-04-14,"4/18/2017","Standard Class","DW-13585","Dorothy Wardle","Corporate","Fayetteville","South","FUR-BO-10003433","Furniture","Bookcases",198.272,8,0.2,-32.2192,35.2145629,-79.8912675,37
"6497",6497,"North Carolina",6760,"CA-2017-165715",2017-12-02,"12/8/2017","Standard Class","BG-11035","Barry Gonzalez","Consumer","Greensboro","South","OFF-AR-10003903","Office Supplies","Art",32.776,1,0.2,2.4582,35.2145629,-79.8912675,37
"6498",6498,"North Carolina",9457,"CA-2017-151855",2017-05-27,"6/3/2017","Standard Class","BW-11110","Bart Watters","Corporate","Greensboro","South","TEC-AC-10002380","Technology","Accessories",27.192,3,0.2,0.3399,35.2145629,-79.8912675,37
"6499",6499,"North Carolina",3804,"CA-2016-156503",2016-10-14,"10/20/2016","Standard Class","NC-18415","Nathan Cano","Consumer","Jacksonville","South","OFF-SU-10000946","Office Supplies","Supplies",12.768,2,0.2,1.4364,35.2145629,-79.8912675,37
"6500",6500,"North Carolina",1839,"CA-2014-117345",2014-08-01,"8/5/2014","Standard Class","BF-10975","Barbara Fisher","Corporate","Charlotte","South","FUR-FU-10000629","Furniture","Furnishings",44.128,4,0.2,12.1352,35.2145629,-79.8912675,37
"6501",6501,"North Carolina",4065,"US-2014-130358",2014-06-23,"6/26/2014","First Class","DL-13330","Denise Leinenbach","Consumer","Concord","South","OFF-SU-10002522","Office Supplies","Supplies",3.104,1,0.2,0.3492,35.2145629,-79.8912675,37
"6502",6502,"North Carolina",1341,"CA-2017-113481",2017-01-02,"1/4/2017","First Class","AS-10045","Aaron Smayling","Corporate","Jacksonville","South","TEC-MA-10002178","Technology","Machines",695.7,2,0.5,-27.828,35.2145629,-79.8912675,37
"6503",6503,"North Carolina",1096,"CA-2017-160423",2017-01-21,"1/26/2017","Standard Class","PS-19045","Penelope Sewall","Home Office","Charlotte","South","OFF-ST-10004340","Office Supplies","Storage",348.208,7,0.2,30.4682,35.2145629,-79.8912675,37
"6504",6504,"North Carolina",707,"CA-2014-138527",2014-09-12,"9/17/2014","Standard Class","BN-11470","Brad Norvell","Corporate","Cary","South","TEC-AC-10002399","Technology","Accessories",15.216,1,0.2,2.2824,35.2145629,-79.8912675,37
"6505",6505,"North Carolina",1828,"CA-2016-109344",2016-02-08,"2/11/2016","Second Class","CH-12070","Cathy Hwang","Home Office","Raleigh","South","TEC-PH-10002624","Technology","Phones",1127.976,3,0.2,126.8973,35.2145629,-79.8912675,37
"6506",6506,"North Carolina",8852,"CA-2015-140718",2015-07-02,"7/4/2015","First Class","FA-14230","Frank Atkinson","Corporate","Raleigh","South","OFF-PA-10002250","Office Supplies","Paper",9.392,2,0.2,3.2872,35.2145629,-79.8912675,37
"6507",6507,"North Carolina",6702,"CA-2015-153535",2015-05-20,"5/24/2015","Standard Class","SG-20470","Sheri Gordon","Consumer","Wilson","South","FUR-FU-10001986","Furniture","Furnishings",163.136,4,0.2,20.392,35.2145629,-79.8912675,37
"6508",6508,"North Carolina",2644,"CA-2016-149111",2016-04-17,"4/21/2016","Second Class","BF-11170","Ben Ferrer","Home Office","Raleigh","South","TEC-PH-10003092","Technology","Phones",36.792,1,0.2,4.1391,35.2145629,-79.8912675,37
"6509",6509,"North Carolina",108,"CA-2017-119004",2017-11-23,"11/28/2017","Standard Class","JM-15250","Janet Martin","Consumer","Charlotte","South","TEC-PH-10002844","Technology","Phones",27.992,1,0.2,2.0994,35.2145629,-79.8912675,37
"6510",6510,"North Carolina",2898,"US-2016-164630",2016-01-04,"1/9/2016","Standard Class","EB-13975","Erica Bern","Corporate","Charlotte","South","TEC-CO-10000971","Technology","Copiers",959.968,4,0.2,119.996,35.2145629,-79.8912675,37
"6511",6511,"North Carolina",7269,"CA-2016-133368",2016-01-14,"1/20/2016","Standard Class","AG-10675","Anna Gayman","Consumer","Concord","South","OFF-PA-10004039","Office Supplies","Paper",89.568,2,0.2,32.4684,35.2145629,-79.8912675,37
"6512",6512,"North Carolina",5312,"CA-2016-123414",2016-08-21,"8/27/2016","Standard Class","SU-20665","Stephanie Ulpright","Home Office","Greenville","South","OFF-LA-10004559","Office Supplies","Labels",9.216,4,0.2,3.3408,35.2145629,-79.8912675,37
"6513",6513,"North Carolina",5066,"CA-2017-142090",2017-11-30,"12/7/2017","Standard Class","SC-20380","Shahid Collister","Consumer","Burlington","South","TEC-AC-10002001","Technology","Accessories",383.976,3,0.2,81.5949,35.2145629,-79.8912675,37
"6514",6514,"North Carolina",1342,"CA-2017-113481",2017-01-02,"1/4/2017","First Class","AS-10045","Aaron Smayling","Corporate","Jacksonville","South","OFF-BI-10003694","Office Supplies","Binders",15.66,5,0.7,-12.528,35.2145629,-79.8912675,37
"6515",6515,"North Carolina",7379,"CA-2015-136224",2015-05-31,"5/31/2015","Same Day","ML-18265","Muhammed Lee","Consumer","Fayetteville","South","OFF-AR-10003504","Office Supplies","Art",10.272,3,0.2,1.1556,35.2145629,-79.8912675,37
"6516",6516,"North Carolina",7870,"US-2017-166233",2017-07-03,"7/9/2017","Standard Class","MO-17950","Michael Oakman","Consumer","Jacksonville","South","TEC-AC-10002167","Technology","Accessories",24,2,0.2,-2.7,35.2145629,-79.8912675,37
"6517",6517,"North Carolina",7534,"US-2017-134642",2017-02-25,"3/1/2017","Standard Class","SW-20245","Scot Wooten","Consumer","Greenville","South","FUR-CH-10002880","Furniture","Chairs",196.784,2,0.2,-22.1382,35.2145629,-79.8912675,37
"6518",6518,"North Carolina",2686,"CA-2016-133123",2016-09-06,"9/11/2016","Standard Class","KB-16315","Karl Braun","Consumer","Thomasville","South","OFF-EN-10003055","Office Supplies","Envelopes",95.952,3,0.2,29.985,35.2145629,-79.8912675,37
"6519",6519,"North Carolina",6487,"CA-2015-120621",2015-03-21,"3/26/2015","Standard Class","JW-16075","Julia West","Consumer","Jacksonville","South","OFF-AP-10002945","Office Supplies","Appliances",962.08,4,0.2,156.338,35.2145629,-79.8912675,37
"6520",6520,"North Carolina",9808,"CA-2017-107209",2017-07-27,"8/1/2017","Second Class","JW-15955","Joni Wasserman","Consumer","Raleigh","South","FUR-CH-10001146","Furniture","Chairs",194.848,4,0.2,12.178,35.2145629,-79.8912675,37
"6521",6521,"North Carolina",109,"CA-2017-119004",2017-11-23,"11/28/2017","Standard Class","JM-15250","Janet Martin","Consumer","Charlotte","South","OFF-AR-10000390","Office Supplies","Art",3.304,1,0.2,1.0738,35.2145629,-79.8912675,37
"6522",6522,"North Carolina",1747,"CA-2016-155670",2016-08-13,"8/17/2016","Second Class","EM-14065","Erin Mull","Consumer","Jacksonville","South","OFF-BI-10000138","Office Supplies","Binders",11.232,8,0.7,-8.2368,35.2145629,-79.8912675,37
"6523",6523,"North Carolina",4998,"CA-2017-155824",2017-03-10,"3/15/2017","Standard Class","KS-16300","Karen Seio","Corporate","Raleigh","South","OFF-BI-10000014","Office Supplies","Binders",13.092,4,0.7,-10.0372,35.2145629,-79.8912675,37
"6524",6524,"North Carolina",8790,"CA-2017-126914",2017-06-15,"6/19/2017","Standard Class","JE-15715","Joe Elijah","Consumer","Monroe","South","FUR-BO-10000468","Furniture","Bookcases",77.728,2,0.2,-3.8864,35.2145629,-79.8912675,37
"6525",6525,"North Carolina",8264,"CA-2015-138457",2015-09-13,"9/17/2015","Standard Class","AM-10705","Anne McFarland","Consumer","Jacksonville","South","OFF-BI-10000014","Office Supplies","Binders",13.092,4,0.7,-10.0372,35.2145629,-79.8912675,37
"6526",6526,"North Carolina",8644,"CA-2015-108259",2015-11-08,"11/15/2015","Standard Class","NS-18640","Noel Staavos","Corporate","Jacksonville","South","OFF-LA-10002945","Office Supplies","Labels",5.04,1,0.2,1.638,35.2145629,-79.8912675,37
"6527",6527,"North Carolina",1184,"CA-2017-138779",2017-01-14,"1/15/2017","First Class","RB-19570","Rob Beeghly","Consumer","Jacksonville","South","TEC-PH-10003655","Technology","Phones",7.92,5,0.2,0.693,35.2145629,-79.8912675,37
"6528",6528,"North Carolina",7713,"CA-2017-139353",2017-10-28,"10/30/2017","Second Class","JM-15250","Janet Martin","Consumer","Fayetteville","South","OFF-ST-10001522","Office Supplies","Storage",147.184,2,0.2,-29.4368,35.2145629,-79.8912675,37
"6529",6529,"North Carolina",2472,"US-2016-135923",2016-01-22,"1/28/2016","Standard Class","CM-11935","Carlos Meador","Consumer","Fayetteville","South","FUR-BO-10002213","Furniture","Bookcases",451.136,4,0.2,-67.6704,35.2145629,-79.8912675,37
"6530",6530,"North Carolina",1838,"CA-2014-117345",2014-08-01,"8/5/2014","Standard Class","BF-10975","Barbara Fisher","Corporate","Charlotte","South","OFF-LA-10000240","Office Supplies","Labels",17.544,3,0.2,5.9211,35.2145629,-79.8912675,37
"6531",6531,"North Carolina",7756,"CA-2017-100902",2017-11-17,"11/21/2017","Standard Class","CK-12595","Clytie Kelty","Consumer","Charlotte","South","OFF-PA-10002558","Office Supplies","Paper",268.24,7,0.2,93.884,35.2145629,-79.8912675,37
"6532",6532,"North Carolina",8850,"CA-2015-140718",2015-07-02,"7/4/2015","First Class","FA-14230","Frank Atkinson","Corporate","Raleigh","South","FUR-FU-10000076","Furniture","Furnishings",159.84,10,0.2,45.954,35.2145629,-79.8912675,37
"6533",6533,"North Carolina",3159,"US-2016-162677",2016-03-26,"3/27/2016","First Class","DB-13210","Dean Braden","Consumer","Jacksonville","South","OFF-ST-10001291","Office Supplies","Storage",67.64,5,0.2,5.9185,35.2145629,-79.8912675,37
"6534",6534,"North Carolina",9640,"CA-2015-116638",2015-01-28,"1/31/2015","Second Class","JH-15985","Joseph Holt","Consumer","Concord","South","FUR-TA-10000198","Furniture","Tables",4297.644,13,0.4,-1862.3124,35.2145629,-79.8912675,37
